units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,ecologicalgroup,sites,samples
NISP,NA,pollen,3600,NA,Vascular plants,pollen,Solanum dulcamara,UPHE,9,57
NISP,NA,pollen,3625,NA,Vascular plants,pollen,Gentianaceae undiff.,UPHE,1,1
NISP,NA,pollen,3641,NA,Vascular plants,pollen,Platycarya,TRSH,1,1
NISP,NA,pollen,3643,NA,Vascular plants,pollen,Betula nana-type,TRSH,1,42
NISP,NA,pollen,3644,NA,Vascular plants,pollen,Abies alba,TRSH,23,836
NISP,NA,pollen,3645,NA,Vascular plants,pollen,Barbarea-type,UPHE,17,186
NISP,NA,pollen,3689,NA,Vascular plants,pollen,Cardamine pratensis-type,UPHE,13,163
NISP,NA,pollen,3690,NA,Vascular plants,pollen,Chrysosplenium,UPHE,20,88
NISP,NA,pollen,3691,NA,Vascular plants,pollen,Ephedra foeminea-type,TRSH,3,6
NISP,NA,pollen,3693,NA,Vascular plants,pollen,Larix decidua,TRSH,2,3
NISP,NA,pollen,3696,NA,Vascular plants,pollen,Lysimachia vulgaris-type,UPHE,19,142
NISP,NA,pollen,3697,NA,Vascular plants,pollen,Lysimachia vulgaris,UPHE,7,21
NISP,NA,pollen,3699,NA,Vascular plants,pollen,Parnassia palustris,UPHE,16,37
NISP,NA,pollen,3700,NA,Vascular plants,pollen,Petasites-type,UPHE,13,185
NISP,NA,pollen,3701,NA,Vascular plants,pollen,Pleurospermum,UPHE,2,2
NISP,NA,pollen,3702,NA,Vascular plants,pollen,Ranunculus arvensis-type,UPHE,1,16
NISP,NA,pollen,3703,NA,Vascular plants,pollen,Silene-type,UPHE,23,126
NISP,NA,pollen,3704,NA,Vascular plants,pollen,Trifolium pratense-type,UPHE,22,85
NISP,NA,pollen,3705,NA,Vascular plants,pollen,Hordeum-type,UPHE,7,74
NISP,NA,pollen,3737,NA,Vascular plants,pollen,Achillea,UPHE,1,1
NISP,NA,pollen,3749,NA,Vascular plants,pollen,Agrimonia,UPHE,1,1
NISP,NA,pollen,3757,NA,Vascular plants,pollen,Alchemilla-type,UPHE,4,56
NISP,NA,pollen,3770,NA,Vascular plants,pollen,Alnus glutinosa-type,TRSH,5,172
NISP,NA,pollen,3771,NA,Vascular plants,pollen,Alnus glutinosa/A. incana,TRSH,1,94
NISP,NA,pollen,3773,NA,Vascular plants,pollen,Anagallis arvensis-type,UPHE,2,7
NISP,NA,pollen,3774,NA,Vascular plants,pollen,Anagallis tenella-type,UPHE,1,1
NISP,NA,pollen,3777,NA,Vascular plants,pollen,Anagallis arvensis,UPHE,1,2
NISP,NA,pollen,3778,NA,Vascular plants,pollen,Anagallis,UPHE,2,3
NISP,NA,pollen,3785,NA,Vascular plants,pollen,Anthericum,UPHE,3,6
NISP,NA,pollen,3787,NA,Vascular plants,pollen,Anthericum-type,UPHE,1,4
NISP,NA,pollen,3790,NA,Vascular plants,pollen,Anchusa/Pulmonaria,UPHE,1,1
NISP,NA,pollen,3791,NA,Vascular plants,pollen,Pulmonaria,UPHE,1,1
NISP,NA,pollen,3792,NA,Vascular plants,pollen,Pulmonaria-type,UPHE,6,9
NISP,NA,pollen,3801,NA,Vascular plants,pollen,Anthriscus caucalis,UPHE,1,1
NISP,NA,pollen,3802,NA,Vascular plants,pollen,Anthriscus sylvestris-type,UPHE,4,24
NISP,NA,pollen,3803,NA,Vascular plants,pollen,Anthriscus-type,UPHE,1,1
NISP,NA,pollen,3804,NA,Vascular plants,pollen,Anthriscus sylvestris,UPHE,1,8
NISP,NA,pollen,3805,NA,Vascular plants,pollen,Anthyllis,UPHE,2,4
NISP,NA,pollen,3814,NA,Vascular plants,pollen,Silene dioica-type,UPHE,8,18
NISP,NA,pollen,3815,NA,Vascular plants,pollen,Silene vulgaris-type,UPHE,8,19
NISP,NA,pollen,3832,NA,Vascular plants,pollen,Apium-type,UPHE,1,30
NISP,NA,pollen,3833,NA,Vascular plants,pollen,Apium inundatum-type,UPHE,1,1
NISP,NA,pollen,3837,NA,Vascular plants,pollen,Arctium,UPHE,1,1
NISP,NA,pollen,3846,NA,Vascular plants,pollen,Cirsium/Carduus,UPHE,4,49
NISP,NA,pollen,3849,NA,Vascular plants,pollen,Arctous alpina,TRSH,1,1
NISP,NA,pollen,3852,NA,Vascular plants,pollen,Arctostaphylos uva-ursi-type,TRSH,1,1
NISP,NA,pollen,3853,NA,Vascular plants,pollen,Armeria maritima-type,UPHE,1,1
NISP,NA,pollen,3855,NA,Vascular plants,pollen,Armeria maritima (type B),UPHE,2,3
NISP,NA,pollen,3857,NA,Vascular plants,pollen,Armeria maritima (type A),UPHE,2,3
NISP,NA,pollen,3881,NA,Vascular plants,pollen,Aruncus,UPHE,1,1
NISP,NA,pollen,3897,NA,Vascular plants,pollen,Astragalus danicus-type,UPHE,3,8
NISP,NA,pollen,3901,NA,Vascular plants,pollen,Vicia cracca-type,UPHE,1,1
NISP,NA,pollen,3917,NA,Vascular plants,pollen,Avena/Triticum-type,UPHE,1,2
NISP,NA,pollen,3923,NA,Vascular plants,pollen,Hordeum,UPHE,1,3
NISP,NA,pollen,3926,NA,Vascular plants,pollen,Secale cereale,UPHE,32,408
NISP,NA,pollen,3950,NA,Vascular plants,pollen,Fallopia convolvulus-type,UPHE,3,3
NISP,NA,pollen,3952,NA,Vascular plants,pollen,Fallopia convolvulus/F. dumetorum,UPHE,1,9
NISP,NA,pollen,3967,NA,Vascular plants,pollen,Bupleurum falcatum-type,UPHE,1,2
NISP,NA,pollen,3969,NA,Vascular plants,pollen,Butomus-type,AQVP,1,2
NISP,NA,pollen,3970,NA,Vascular plants,pollen,Butomus,AQVP,6,37
NISP,NA,pollen,3974,NA,Vascular plants,pollen,Caltha palustris-type,AQVP,1,1
NISP,NA,pollen,3982,NA,Vascular plants,pollen,Campanula rapunculoides,UPHE,1,3
NISP,NA,pollen,3988,NA,Vascular plants,pollen,Scilla-type,UPHE,1,1
NISP,NA,pollen,3996,NA,Vascular plants,pollen,Castanea-type,TRSH,3,15
NISP,NA,pollen,4001,NA,Vascular plants,pollen,Centaurea jacea-type,UPHE,31,136
NISP,NA,pollen,4003,NA,Vascular plants,pollen,Centaurea montana-type,UPHE,1,1
NISP,NA,pollen,4005,NA,Vascular plants,pollen,Centaurea nigra-type,UPHE,2,2
NISP,NA,pollen,4034,NA,Vascular plants,pollen,Cerastium fontanum-type,UPHE,1,7
NISP,NA,pollen,4047,NA,Vascular plants,pollen,Dryas octopetala,UPHE,3,15
NISP,NA,pollen,4053,NA,Vascular plants,pollen,Rumex acetosa,UPHE,10,86
NISP,NA,pollen,4054,NA,Vascular plants,pollen,Rumex aquaticus-type,UPHE,1,3
NISP,NA,pollen,4059,NA,Vascular plants,pollen,Rumex obtusifolius,UPHE,3,6
NISP,NA,pollen,4071,NA,Vascular plants,pollen,Rumex maritimus-type,UPHE,1,1
NISP,NA,pollen,4076,NA,Vascular plants,pollen,cf. Papaver,UPHE,1,10
NISP,NA,pollen,4079,NA,Vascular plants,pollen,Papaver rhoeas-type,UPHE,2,3
NISP,NA,pollen,4085,NA,Vascular plants,pollen,Pedicularis palustris-type,UPHE,1,1
NISP,NA,pollen,4092,NA,Vascular plants,pollen,Rhinanthus/Veronica,UPHE,1,6
NISP,NA,pollen,4093,NA,Vascular plants,pollen,Veronica beccabunga-type,AQVP,2,4
NISP,NA,pollen,4094,NA,Vascular plants,pollen,Veronica beccabunga,AQVP,1,8
NISP,NA,pollen,4098,NA,Vascular plants,pollen,Saussurea-type,UPHE,1,1
NISP,NA,pollen,4102,NA,Vascular plants,pollen,Sedum-type,UPHE,2,2
NISP,NA,pollen,4117,NA,Vascular plants,pollen,Digitalis purpurea-type,UPHE,1,1
NISP,NA,pollen,4122,NA,Vascular plants,pollen,cf. Lobelia,UPHE,1,1
NISP,NA,pollen,4123,NA,Vascular plants,pollen,Scrophularia-type,UPHE,3,7
NISP,NA,pollen,4125,NA,Vascular plants,pollen,Scrophularia,UPHE,3,8
NISP,NA,pollen,4130,NA,Vascular plants,pollen,Chrysosplenium-type,UPHE,4,24
NISP,NA,pollen,4133,NA,Vascular plants,pollen,Cicuta virosa,UPHE,2,11
NISP,NA,pollen,4136,NA,Vascular plants,pollen,Convolvulus arvensis,UPHE,9,46
NISP,NA,pollen,4153,NA,Vascular plants,pollen,Helianthemum nummularium-type,UPHE,1,3
NISP,NA,pollen,4157,NA,Vascular plants,pollen,Helianthemum oelandicum subsp. alpestris-type,UPHE,1,1
NISP,NA,pollen,4162,NA,Vascular plants,pollen,Cladium mariscus,AQVP,2,7
NISP,NA,pollen,4172,NA,Vascular plants,pollen,Convallaria,UPHE,1,1
NISP,NA,pollen,4175,NA,Vascular plants,pollen,Cornus suecica,TRSH,1,1
NISP,NA,pollen,4178,NA,Vascular plants,pollen,Cornus mas,TRSH,10,72
NISP,NA,pollen,4200,NA,Vascular plants,pollen,Cuscuta europaea-type,UPHE,2,31
NISP,NA,pollen,4221,NA,Vascular plants,pollen,Daucus-type,UPHE,11,320
NISP,NA,pollen,4222,NA,Vascular plants,pollen,Daucus carota,UPHE,1,1
NISP,NA,pollen,4223,NA,Vascular plants,pollen,Daucus,UPHE,1,1
NISP,NA,pollen,4226,NA,Vascular plants,pollen,Dianthus,UPHE,3,3
NISP,NA,pollen,4238,NA,Vascular plants,pollen,Echium-type,UPHE,2,2
NISP,NA,pollen,4260,NA,Vascular plants,pollen,Erica ciliaris-type,TRSH,1,2
NISP,NA,pollen,4266,NA,Vascular plants,pollen,Ephedra foeminea,TRSH,1,1
NISP,NA,pollen,4270,NA,Vascular plants,pollen,Ephedra cf. E. foeminea,TRSH,3,7
NISP,NA,pollen,4273,NA,Vascular plants,pollen,Ephedra cf. E. fragilis,TRSH,1,1
NISP,NA,pollen,4274,NA,Vascular plants,pollen,Ephedra cf. E. distachya,TRSH,1,7
NISP,NA,pollen,4279,NA,Vascular plants,pollen,Eriophorum,AQVP,1,1
NISP,NA,pollen,4282,NA,Vascular plants,pollen,Euonymus europaeus,TRSH,1,5
NISP,NA,pollen,4286,NA,Vascular plants,pollen,Euphrasia-type,UPHE,2,3
NISP,NA,pollen,4287,NA,Vascular plants,pollen,Fagopyrum-type,UPHE,4,12
NISP,NA,pollen,4316,NA,Vascular plants,pollen,Genista,TRSH,1,2
NISP,NA,pollen,4330,NA,Vascular plants,pollen,Gentiana cruciata-type,UPHE,1,1
NISP,NA,pollen,4336,NA,Vascular plants,pollen,Gentianella campestris-type,UPHE,4,10
NISP,NA,pollen,4341,NA,Vascular plants,pollen,Geranium-type,UPHE,1,9
NISP,NA,pollen,4358,NA,Vascular plants,pollen,Gnaphalium-type,UPHE,11,82
NISP,NA,pollen,4359,NA,Vascular plants,pollen,Gypsophila,UPHE,5,16
NISP,NA,pollen,4361,NA,Vascular plants,pollen,Gypsophila repens-type,UPHE,4,26
NISP,NA,pollen,4366,NA,Vascular plants,pollen,Gypsophila repens,UPHE,1,1
NISP,NA,pollen,4367,NA,Vascular plants,pollen,Hedera helix,TRSH,26,128
NISP,NA,pollen,4373,NA,Vascular plants,pollen,Heracleum-type,UPHE,6,25
NISP,NA,pollen,4374,NA,Vascular plants,pollen,Heracleum sphondylium,UPHE,2,6
NISP,NA,pollen,4377,NA,Vascular plants,pollen,Herniaria,UPHE,1,1
NISP,NA,pollen,4378,NA,Vascular plants,pollen,Herniaria-type,UPHE,2,2
NISP,NA,pollen,4389,NA,Vascular plants,pollen,Hottonia palustris,AQVP,1,5
NISP,NA,pollen,4392,NA,Vascular plants,pollen,Samolus valerandi,AQVP,1,1
NISP,NA,pollen,4395,NA,Vascular plants,pollen,Hydrocotyle vulgaris,AQVP,1,5
NISP,NA,pollen,4409,NA,Vascular plants,pollen,Iris pseudacorus-type,UPHE,2,3
NISP,NA,pollen,4410,NA,Vascular plants,pollen,Iris-type,UPHE,3,11
NISP,NA,pollen,4411,NA,Vascular plants,pollen,Iris pseudacorus,UPHE,1,1
NISP,NA,pollen,4412,NA,Vascular plants,pollen,Jasione montana,UPHE,8,11
NISP,NA,pollen,4414,NA,Vascular plants,pollen,Jasione-type,UPHE,1,2
NISP,NA,pollen,4416,NA,Vascular plants,pollen,Juniperus communis,TRSH,1,4
NISP,NA,pollen,4421,NA,Vascular plants,pollen,Succisa pratensis,UPHE,8,9
NISP,NA,pollen,4422,NA,Vascular plants,pollen,Succisa-type,UPHE,1,2
NISP,NA,pollen,4430,NA,Vascular plants,pollen,Larix-type,TRSH,1,10
NISP,NA,pollen,4431,NA,Vascular plants,pollen,Rhododendron tomentosum,TRSH,4,30
NISP,NA,pollen,4448,NA,Vascular plants,pollen,Linum catharticum,UPHE,12,22
NISP,NA,pollen,4449,NA,Vascular plants,pollen,Linum catharticum-type,UPHE,1,2
NISP,NA,pollen,4451,NA,Vascular plants,pollen,Linum usitatissimum-type,UPHE,3,6
NISP,NA,pollen,4455,NA,Vascular plants,pollen,Linum flavum,UPHE,1,2
NISP,NA,pollen,4457,NA,Vascular plants,pollen,Linum austriacum-type,UPHE,2,2
NISP,NA,pollen,4459,NA,Vascular plants,pollen,Listera-type,UPHE,2,12
NISP,NA,pollen,4462,NA,Vascular plants,pollen,Lithospermum officinale,UPHE,1,2
NISP,NA,pollen,4464,NA,Vascular plants,pollen,Lonicera periclymenum,TRSH,2,2
NISP,NA,pollen,4469,NA,Vascular plants,pollen,Lonicera xylosteum,TRSH,3,3
NISP,NA,pollen,4474,NA,Vascular plants,pollen,Loranthus europaeus,TRSH,2,2
NISP,NA,pollen,4477,NA,Vascular plants,pollen,Lotus cf. L. corniculatus,UPHE,1,1
NISP,NA,pollen,4488,NA,Vascular plants,pollen,Lysimachia nemorum,UPHE,1,3
NISP,NA,pollen,4489,NA,Vascular plants,pollen,Lysimachia-type,UPHE,9,62
NISP,NA,pollen,4490,NA,Vascular plants,pollen,Lysimachia cf. L. vulgaris,UPHE,1,1
NISP,NA,pollen,4492,NA,Vascular plants,pollen,Lysimachia nemorum-type,UPHE,1,1
NISP,NA,pollen,4494,NA,Vascular plants,pollen,Lythrum portula-type,UPHE,3,5
NISP,NA,pollen,4497,NA,Vascular plants,pollen,Lythrum-type,UPHE,1,20
NISP,NA,pollen,4502,NA,Vascular plants,pollen,Maianthemum bifolium,UPHE,1,4
NISP,NA,pollen,4505,NA,Vascular plants,pollen,Malus,TRSH,2,2
NISP,NA,pollen,4506,NA,Vascular plants,pollen,Malus-type,TRSH,1,3
NISP,NA,pollen,4520,NA,Vascular plants,pollen,Malva-type,UPHE,1,2
NISP,NA,pollen,4521,NA,Vascular plants,pollen,Marrubium,UPHE,1,1
NISP,NA,pollen,4530,NA,Vascular plants,pollen,Menyanthes trifoliata-type,AQVP,2,3
NISP,NA,pollen,4536,NA,Vascular plants,pollen,Mercurialis perennis-type,UPHE,2,3
NISP,NA,pollen,4546,NA,Vascular plants,pollen,Muscari,UPHE,1,1
NISP,NA,pollen,4548,NA,Vascular plants,pollen,Myosotis arvensis-type,UPHE,1,2
NISP,NA,pollen,4550,NA,Vascular plants,pollen,Myricaria germanica,TRSH,1,1
NISP,NA,pollen,4553,NA,Vascular plants,pollen,Myriophyllum cf. M. spicatum,AQVP,1,19
NISP,NA,pollen,4554,NA,Vascular plants,pollen,Myriophyllum cf. M. verticillatum,AQVP,1,2
NISP,NA,pollen,4570,NA,Vascular plants,pollen,Nymphaea cf. N. candida,AQVP,1,61
NISP,NA,pollen,4573,NA,Vascular plants,pollen,Nymphaea alba-type,AQVP,1,5
NISP,NA,pollen,4578,NA,Vascular plants,pollen,Odontites,UPHE,2,4
NISP,NA,pollen,4580,NA,Vascular plants,pollen,Odontites-type,UPHE,3,66
NISP,NA,pollen,4585,NA,Vascular plants,pollen,Onobrychis,UPHE,4,25
NISP,NA,pollen,4588,NA,Vascular plants,pollen,Ononis,UPHE,1,1
NISP,NA,pollen,4591,NA,Vascular plants,pollen,Ornithogalum-type,UPHE,1,5
NISP,NA,pollen,4599,NA,Vascular plants,pollen,Phragmites,AQVP,2,22
NISP,NA,pollen,4600,NA,Vascular plants,pollen,Phragmites-type,AQVP,5,219
NISP,NA,pollen,4602,NA,Vascular plants,pollen,Phragmites australis,AQVP,2,11
NISP,NA,pollen,4608,NA,Vascular plants,pollen,Pimpinella major-type,UPHE,12,136
NISP,NA,pollen,4611,NA,Vascular plants,pollen,Pimpinella anisum,UPHE,1,1
NISP,NA,pollen,4615,NA,Vascular plants,pollen,Pinus subg. Strobus-type,TRSH,1,27
NISP,NA,pollen,4620,NA,Vascular plants,pollen,Pinus sylvestris-type,TRSH,2,80
NISP,NA,pollen,4626,NA,Vascular plants,pollen,Pinus cembra-type,TRSH,3,9
NISP,NA,pollen,4633,NA,Vascular plants,pollen,Pisum sativum,UPHE,4,21
NISP,NA,pollen,4635,NA,Vascular plants,pollen,Plantago coronopus,UPHE,2,2
NISP,NA,pollen,4639,NA,Vascular plants,pollen,Plantago alpina-type,UPHE,3,22
NISP,NA,pollen,4642,NA,Vascular plants,pollen,Plantago atrata-type,UPHE,1,1
NISP,NA,pollen,4647,NA,Vascular plants,pollen,Plantago alpina,UPHE,6,26
NISP,NA,pollen,4663,NA,Vascular plants,pollen,Pleurospermum austriacum,UPHE,13,22
NISP,NA,pollen,4664,NA,Vascular plants,pollen,Pleurospermum austriacum-type,UPHE,1,2
NISP,NA,pollen,4666,NA,Vascular plants,pollen,Polemonium caeruleum,UPHE,5,10
NISP,NA,pollen,4704,NA,Vascular plants,pollen,Primula farinosa-type,UPHE,1,2
NISP,NA,pollen,4708,NA,Vascular plants,pollen,Primula veris-type,UPHE,4,12
NISP,NA,pollen,4712,NA,Vascular plants,pollen,Pterocarya fraxinifolia,TRSH,1,2
NISP,NA,pollen,4716,NA,Vascular plants,pollen,Quercus coccifera,TRSH,2,24
NISP,NA,pollen,4729,NA,Vascular plants,pollen,Ranunculus flammula-type,UPHE,1,9
NISP,NA,pollen,4736,NA,Vascular plants,pollen,Ranunculus arvensis,UPHE,4,4
NISP,NA,pollen,4747,NA,Vascular plants,pollen,Reseda,UPHE,1,2
NISP,NA,pollen,4748,NA,Vascular plants,pollen,Reseda lutea-type,UPHE,1,1
NISP,NA,pollen,4758,NA,Vascular plants,pollen,Ribes alpinum,TRSH,1,2
NISP,NA,pollen,4759,NA,Vascular plants,pollen,Rosa-type,UPHE,1,3
NISP,NA,pollen,4770,NA,Vascular plants,pollen,Sagina,UPHE,3,4
NISP,NA,pollen,4782,NA,Vascular plants,pollen,Sambucus ebulus,TRSH,5,10
NISP,NA,pollen,4783,NA,Vascular plants,pollen,Sambucus nigra,TRSH,18,121
NISP,NA,pollen,4784,NA,Vascular plants,pollen,Sambucus racemosa,TRSH,12,30
NISP,NA,pollen,4786,NA,Vascular plants,pollen,Sambucus cf. S. nigra,TRSH,6,40
NISP,NA,pollen,4789,NA,Vascular plants,pollen,Sambucus cf. S. ebulus,TRSH,1,1
NISP,NA,pollen,4790,NA,Vascular plants,pollen,Sambucus cf. S. racemosa,TRSH,4,10
NISP,NA,pollen,4796,NA,Vascular plants,pollen,Sanguisorba minor-type,UPHE,1,5
NISP,NA,pollen,4803,NA,Vascular plants,pollen,Saxifraga granulata-type,UPHE,3,7
NISP,NA,pollen,4805,NA,Vascular plants,pollen,Saxifraga hirculus-type,UPHE,1,3
NISP,NA,pollen,4809,NA,Vascular plants,pollen,Micranthes stellaris,UPHE,2,15
NISP,NA,pollen,4814,NA,Vascular plants,pollen,Saxifraga granulata,UPHE,1,5
NISP,NA,pollen,4818,NA,Vascular plants,pollen,Saxifraga aizoides-type,UPHE,2,2
NISP,NA,pollen,4827,NA,Vascular plants,pollen,Scabiosa columbaria-type,UPHE,1,1
NISP,NA,pollen,4836,NA,Vascular plants,pollen,Sciadopitys,TRSH,2,18
NISP,NA,pollen,4845,NA,Vascular plants,pollen,Scleranthus annuus,UPHE,3,6
NISP,NA,pollen,4853,NA,Vascular plants,pollen,Serratula-type,UPHE,1,1
NISP,NA,pollen,4854,NA,Vascular plants,pollen,Serratula,UPHE,1,4
NISP,NA,pollen,4856,NA,Vascular plants,pollen,Sinapis-type,UPHE,1,2
NISP,NA,pollen,4860,NA,Vascular plants,pollen,Solanum cf. S. nigrum,UPHE,1,1
NISP,NA,pollen,4862,NA,Vascular plants,pollen,Solanum nigrum,UPHE,1,3
NISP,NA,pollen,4863,NA,Vascular plants,pollen,Solanum nigrum-type,UPHE,6,14
NISP,NA,pollen,4865,NA,Vascular plants,pollen,Stratiotes aloides,AQVP,3,3
NISP,NA,pollen,4870,NA,Vascular plants,pollen,Taxus baccata,TRSH,2,10
NISP,NA,pollen,4877,NA,Vascular plants,pollen,Thesium,UPHE,4,11
NISP,NA,pollen,4884,NA,Vascular plants,pollen,Tilia undiff.,TRSH,4,50
NISP,NA,pollen,4891,NA,Vascular plants,pollen,Sparganium erectum,AQVP,2,19
NISP,NA,pollen,4906,NA,Vascular plants,pollen,Trapa natans,AQVP,3,28
NISP,NA,pollen,4907,NA,Vascular plants,pollen,Trientalis europaea,UPHE,2,3
NISP,NA,pollen,4922,NA,Vascular plants,pollen,Trollius,UPHE,5,16
NISP,NA,pollen,4923,NA,Vascular plants,pollen,Trollius europaeus,UPHE,11,27
NISP,NA,pollen,4925,NA,Vascular plants,pollen,Trollius-type,UPHE,1,1
NISP,NA,pollen,4933,NA,Vascular plants,pollen,Ulmus/Zelkova,TRSH,1,3
NISP,NA,pollen,4955,NA,Vascular plants,pollen,Valeriana dioica,UPHE,1,2
NISP,NA,pollen,4956,NA,Vascular plants,pollen,Valeriana officinalis-type,UPHE,8,28
NISP,NA,pollen,4959,NA,Vascular plants,pollen,Valeriana cf. V. dioica,UPHE,1,2
NISP,NA,pollen,4961,NA,Vascular plants,pollen,Valeriana dioica-type,UPHE,8,24
NISP,NA,pollen,4964,NA,Vascular plants,pollen,Verbascum,UPHE,9,18
NISP,NA,pollen,4968,NA,Vascular plants,pollen,Viburnum lantana,TRSH,2,4
NISP,NA,pollen,4973,NA,Vascular plants,pollen,Viola palustris-type,AQVP,5,10
NISP,NA,pollen,4975,NA,Vascular plants,pollen,Viola tricolor,UPHE,1,1
NISP,NA,pollen,4976,NA,Vascular plants,pollen,Viola palustris,AQVP,5,10
NISP,NA,pollen,5066,NA,Vascular plants,pollen,cf. Lamiaceae,UPHE,1,19
NISP,NA,pollen,5073,NA,Vascular plants,pollen,Scutellaria,UPHE,1,3
NISP,NA,pollen,5090,NA,Vascular plants,pollen,Glyceria-type,UPHE,5,21
NISP,NA,pollen,5092,NA,Vascular plants,pollen,Sanicula europaea,UPHE,1,1
NISP,NA,pollen,5094,NA,Vascular plants,pollen,Sanicula-type,UPHE,1,1
NISP,NA,pollen,5146,NA,Vascular plants,pollen,Anemone nemorosa-type,UPHE,15,108
NISP,NA,pollen,5150,NA,Vascular plants,pollen,Veratrum-type,UPHE,2,18
NISP,NA,pollen,5151,NA,Vascular plants,pollen,Veratrum,UPHE,5,9
NISP,NA,pollen,5152,NA,Vascular plants,pollen,Veratrum album,UPHE,1,1
NISP,NA,pollen,5191,NA,Vascular plants,pollen,Oenanthe-type,AQVP,1,1
NISP,NA,pollen,5192,NA,Vascular plants,pollen,Oenanthe,AQVP,4,16
NISP,NA,pollen,5223,NA,Vascular plants,pollen,Chelidonium,UPHE,3,6
NISP,NA,pollen,5224,NA,Vascular plants,pollen,Chelidonium majus,UPHE,1,2
NISP,NA,pollen,5225,NA,Vascular plants,pollen,Polygonatum,UPHE,2,2
NISP,NA,pollen,5232,NA,Vascular plants,pollen,Peucedanum palustre-type,UPHE,1,25
NISP,NA,pollen,5233,NA,Vascular plants,pollen,Peucedanum-type,UPHE,12,207
NISP,NA,pollen,5234,NA,Vascular plants,pollen,Peucedanum,UPHE,1,16
NISP,NA,pollen,5257,NA,Vascular plants,pollen,Hyoscyamus,UPHE,1,6
NISP,NA,pollen,5299,NA,Vascular plants,pollen,Cerinthe,UPHE,2,3
NISP,NA,pollen,5300,NA,Vascular plants,pollen,Cerinthe minor,UPHE,1,1
NISP,NA,pollen,5310,NA,Vascular plants,pollen,Androsace-type,UPHE,1,1
NISP,NA,pollen,5315,NA,Vascular plants,pollen,Crupina,UPHE,1,1
NISP,NA,pollen,5316,NA,Vascular plants,pollen,Phyteuma-type,UPHE,1,4
NISP,NA,pollen,5342,NA,Vascular plants,pollen,Astrantia-type,UPHE,4,8
NISP,NA,pollen,5353,NA,Vascular plants,pollen,Swertia perennis,UPHE,2,2
NISP,NA,pollen,5357,NA,Vascular plants,pollen,Agrostemma githago,UPHE,10,29
NISP,NA,pollen,5360,NA,Vascular plants,pollen,Petasites,UPHE,3,52
NISP,NA,pollen,5375,NA,Vascular plants,pollen,Chaerophyllum,UPHE,1,1
NISP,NA,pollen,5410,NA,Vascular plants,pollen,Succisella,UPHE,1,1
NISP,NA,pollen,5465,NA,Vascular plants,pollen,Lamiaceae (tricolpate),UPHE,1,17
NISP,NA,pollen,5496,NA,Vascular plants,pollen,Laserpitium,UPHE,1,2
NISP,NA,pollen,5614,NA,Vascular plants,pollen,Betula pubescens-type,TRSH,2,80
NISP,NA,pollen,5621,NA,Vascular plants,pollen,Chaerophyllum hirsutum-type,UPHE,6,45
NISP,NA,pollen,5633,NA,Vascular plants,pollen,Falcaria vulgaris,UPHE,1,1
NISP,NA,pollen,5639,NA,Vascular plants,pollen,Heliotropium europaeum,UPHE,1,9
NISP,NA,pollen,5642,NA,Vascular plants,pollen,Ludwigia palustris,AQVP,1,3
NISP,NA,pollen,5674,NA,Vascular plants,pollen,Phyteuma,UPHE,6,11
NISP,NA,pollen,5750,NA,Vascular plants,pollen,Ailanthus,TRSH,2,10
NISP,NA,pollen,5804,NA,Vascular plants,pollen,Plantago major/P. media-type,UPHE,8,50
NISP,NA,pollen,5812,NA,Vascular plants,pollen,Rumex acetosa/R. acetosella,UPHE,1,29
NISP,NA,pollen,5823,NA,Vascular plants,pollen,Cannabis-type,UPHE,11,180
NISP,NA,pollen,9125,NA,Vascular plants,pollen,Vaccinioideae,TRSH,11,95
NISP,NA,pollen,9505,NA,Vascular plants,pollen,Menyanthes,AQVP,7,32
NISP,NA,pollen,9515,NA,Vascular plants,pollen,Persicaria,UPHE,1,2
NISP,NA,pollen,9517,NA,Vascular plants,pollen,Bistorta,UPHE,3,10
NISP,NA,pollen,9530,NA,Vascular plants,pollen,Scheuchzeria,AQVP,6,32
NISP,NA,pollen,9690,NA,Vascular plants,pollen,Faboideae,UPHE,3,5
NISP,NA,pollen,9722,NA,Vascular plants,pollen,Calla,AQVP,1,3
NISP,NA,pollen,9773,NA,Vascular plants,pollen,Calluna,TRSH,27,356
NISP,NA,pollen,9774,NA,Vascular plants,pollen,Typhaceae,AQVP,1,1
NISP,NA,pollen,14859,NA,Vascular plants,pollen,Chamaenerion angustifolium,UPHE,12,28
NISP,NA,pollen,14919,NA,Vascular plants,pollen,Centaurea stoebe,UPHE,1,3
NISP,NA,pollen,15536,NA,Vascular plants,pollen,Prunus sp.,TRSH,1,1
NISP,NA,pollen,21606,NA,Vascular plants,pollen,Potamogeton natans-type,AQVP,1,3
NISP,NA,pollen,21608,NA,Vascular plants,pollen,Potentilla/Comarum,UPHE,9,105
NISP,NA,pollen,22545,NA,Vascular plants,pollen,Cryptomeria,TRSH,1,3
NISP,NA,pollen,23835,NA,Vascular plants,pollen,Pinus sp.,TRSH,1,15
NISP,NA,pollen,24669,NA,Vascular plants,pollen,Parnassia-type,UPHE,1,1
NISP,NA,pollen,25843,NA,Vascular plants,pollen,Polygonum sp.,UPHE,3,26
NISP,NA,pollen,25878,NA,Vascular plants,pollen,Anemone sect. Pulsatilla,UPHE,5,13
